id,order_id,dish_id,quantity,unit_price
1151,550,28,3,11.69
1152,550,30,2,33.81
1153,551,2,1,21.29
1154,551,5,3,18.94
1155,552,29,2,7.44
1156,552,30,2,33.81
1157,553,9,3,22.09
1158,553,10,3,17.62
1159,554,22,3,6.87
1160,554,25,1,23.68
1161,555,12,2,6.26
1162,555,14,1,33.96
1163,556,12,3,6.26
1164,556,15,1,23.3
1165,557,21,3,18.77
1166,557,22,3,6.87
1167,558,27,2,15.52
1168,558,28,3,11.69
1169,559,24,2,13.71
1170,559,25,3,23.68
1171,560,16,1,12.37
1172,560,20,2,7.9
1173,561,23,1,29.59
1174,561,24,2,13.71
1175,562,11,1,20.75
1176,562,15,3,23.3
1177,563,18,2,8.64
1178,563,20,3,7.9
1179,564,13,3,4.29
1180,564,14,1,33.96
1181,565,16,1,12.37
1182,565,19,2,11.38
1183,566,3,3,35.44
1184,566,4,1,9.18
1185,567,11,2,20.75
1186,567,13,1,4.29
1187,568,3,1,35.44
1188,568,5,3,18.94
1189,569,1,2,21.08
1190,569,2,1,21.29
1191,570,11,2,20.75
1192,570,14,3,33.96
1193,571,17,2,29.43
1194,571,19,3,11.38
1195,572,12,2,6.26
1196,572,14,3,33.96
1197,573,17,3,29.43
1198,573,18,1,8.64
1199,574,6,1,3.14
1200,574,7,1,13.96
1201,575,16,2,12.37
1202,575,19,1,11.38
1203,576,21,2,18.77
1204,576,22,1,6.87
1205,577,8,3,24.56
1206,577,10,1,17.62
1207,578,22,2,6.87
1208,578,23,1,29.59
1209,579,27,2,15.52
1210,579,28,2,11.69
1211,580,21,3,18.77
1212,580,24,2,13.71
1213,581,16,2,12.37
1214,581,19,3,11.38
1215,582,8,2,24.56
1216,582,9,3,22.09
1217,583,7,2,13.96
1218,583,9,2,22.09
1219,584,11,2,20.75
1220,584,14,1,33.96
1221,585,11,2,20.75
1222,585,14,2,33.96
1223,586,18,2,8.64
1224,586,20,1,7.9
1225,587,21,1,18.77
1226,587,24,3,13.71
1227,588,21,3,18.77
1228,588,24,2,13.71
1229,589,3,2,35.44
1230,589,4,2,9.18
1231,590,3,2,35.44
1232,590,5,3,18.94
1233,591,4,2,9.18
1234,591,5,2,18.94
1235,592,27,1,15.52
1236,592,30,3,33.81
1237,593,2,3,21.29
1238,593,4,1,9.18
1239,594,1,1,21.08
1240,594,2,3,21.29
1241,594,4,3,9.18
1242,595,21,1,18.77
1243,595,22,1,6.87
1244,596,16,2,12.37
1245,596,18,3,8.64
1246,597,7,1,13.96
1247,597,9,1,22.09
1248,598,11,3,20.75
1249,598,13,3,4.29
1250,599,18,2,8.64
1251,599,19,2,11.38
1252,600,27,1,15.52
1253,600,28,2,11.69
1254,600,29,3,7.44
1255,601,11,3,20.75
1256,601,15,3,23.3
1257,602,11,1,20.75
1258,602,12,3,6.26
1259,603,18,1,8.64
1260,603,20,1,7.9
1261,604,9,3,22.09
1262,604,10,2,17.62
1263,605,2,2,21.29
1264,605,3,1,35.44
1265,606,1,3,21.08
1266,606,2,2,21.29
1267,607,17,3,29.43
1268,607,19,1,11.38
1269,608,19,1,11.38
1270,608,20,3,7.9
1271,609,9,3,22.09
1272,609,10,3,17.62
1273,610,1,3,21.08
1274,610,2,3,21.29
1275,611,11,3,20.75
1276,611,13,3,4.29
1277,612,22,1,6.87
1278,612,23,2,29.59
1279,613,28,1,11.69
1280,613,29,2,7.44
1281,614,12,1,6.26
1282,614,15,3,23.3
1283,615,26,1,12.05
1284,615,28,2,11.69
1285,616,12,3,6.26
1286,616,15,3,23.3
1287,617,13,1,4.29
1288,617,14,3,33.96
1289,618,26,3,12.05
1290,618,30,3,33.81
1291,619,26,2,12.05
1292,619,27,1,15.52
1293,620,18,1,8.64
1294,620,20,3,7.9
1295,621,21,3,18.77
1296,621,23,1,29.59
1297,621,25,1,23.68
1298,622,16,2,12.37
1299,622,20,1,7.9
1300,623,1,2,21.08
1301,623,3,2,35.44
1302,624,7,1,13.96
1303,624,8,3,24.56
1304,625,26,1,12.05
1305,625,28,3,11.69
1306,626,1,1,21.08
1307,626,3,1,35.44
1308,627,23,3,29.59
1309,627,24,3,13.71
1310,628,17,3,29.43
1311,628,18,2,8.64
1312,629,6,1,3.14
1313,629,9,1,22.09
1314,630,3,2,35.44
1315,630,4,2,9.18
1316,631,27,3,15.52
1317,631,28,3,11.69
1318,632,18,3,8.64
1319,632,19,1,11.38
1320,633,27,3,15.52
1321,633,30,2,33.81
1322,634,9,3,22.09
1323,634,10,3,17.62
1324,635,9,3,22.09
1325,635,10,2,17.62
1326,636,16,3,12.37
1327,636,19,2,11.38
1328,637,11,2,20.75
1329,637,15,1,23.3
1330,638,16,1,12.37
1331,638,17,1,29.43
1332,638,20,3,7.9
1333,639,18,3,8.64
1334,639,20,1,7.9
1335,640,16,1,12.37
1336,640,19,1,11.38
1337,641,17,1,29.43
1338,641,19,3,11.38
1339,642,3,1,35.44
1340,642,4,3,9.18
1341,642,5,3,18.94
1342,643,23,2,29.59
1343,643,25,1,23.68
1344,644,6,3,3.14
1345,644,7,2,13.96
1346,645,8,1,24.56
1347,645,10,2,17.62
1348,646,22,2,6.87
1349,646,25,1,23.68
1350,647,11,1,20.75
1351,647,12,2,6.26
1352,647,14,2,33.96
1353,647,15,1,23.3
1354,648,1,1,21.08
1355,648,3,1,35.44
1356,648,4,1,9.18
1357,649,1,2,21.08
1358,649,3,1,35.44
1359,650,21,2,18.77
1360,650,24,2,13.71
1361,651,18,2,8.64
1362,651,20,1,7.9
1363,652,17,1,29.43
1364,652,20,2,7.9
1365,653,6,2,3.14
1366,653,9,1,22.09
1367,654,28,3,11.69
1368,654,29,3,7.44
1369,655,26,1,12.05
1370,655,27,2,15.52
1371,655,29,3,7.44
1372,656,16,2,12.37
1373,656,18,2,8.64
1374,656,19,2,11.38
1375,657,18,1,8.64
1376,657,20,3,7.9
1377,658,13,3,4.29
1378,658,14,3,33.96
1379,658,15,1,23.3
1380,659,2,3,21.29
1381,659,3,3,35.44
1382,660,26,2,12.05
1383,660,27,1,15.52
1384,661,26,3,12.05
1385,661,30,2,33.81
1386,662,3,2,35.44
1387,662,5,3,18.94
1388,663,17,1,29.43
1389,663,20,3,7.9
1390,664,6,1,3.14
1391,664,9,2,22.09
1392,665,26,2,12.05
1393,665,29,1,7.44
1394,666,16,2,12.37
1395,666,17,1,29.43
1396,667,28,2,11.69
1397,667,30,1,33.81
1398,668,1,2,21.08
1399,668,3,2,35.44
1400,669,17,2,29.43
1401,669,18,3,8.64
1402,669,19,2,11.38
1403,670,4,3,9.18
1404,670,5,2,18.94
1405,671,8,3,24.56
1406,671,10,2,17.62
1407,672,26,1,12.05
1408,672,28,3,11.69
1409,673,27,3,15.52
1410,673,29,3,7.44
1411,674,26,1,12.05
1412,674,29,1,7.44
1413,675,3,3,35.44
1414,675,4,1,9.18
1415,676,17,1,29.43
1416,676,19,1,11.38
1417,677,6,2,3.14
1418,677,7,2,13.96
1419,678,16,3,12.37
1420,678,18,2,8.64
1421,679,16,1,12.37
1422,679,19,1,11.38
1423,680,12,3,6.26
1424,680,13,2,4.29
1425,681,16,1,12.37
1426,681,17,1,29.43
1427,682,17,1,29.43
1428,682,18,3,8.64
1429,683,18,3,8.64
1430,683,19,2,11.38
1431,684,6,3,3.14
1432,684,10,2,17.62
1433,685,23,2,29.59
1434,685,24,3,13.71
1435,686,21,2,18.77
1436,686,23,3,29.59
1437,687,12,2,6.26
1438,687,13,1,4.29
1439,688,8,3,24.56
1440,688,10,1,17.62
1441,689,1,3,21.08
1442,689,4,2,9.18
1443,690,13,1,4.29
1444,690,14,3,33.96
1445,691,21,1,18.77
1446,691,22,1,6.87
1447,692,6,2,3.14
1448,692,9,2,22.09
1449,693,11,3,20.75
1450,693,14,3,33.96
1451,694,16,1,12.37
1452,694,17,1,29.43
1453,695,1,2,21.08
1454,695,2,3,21.29
1455,696,17,3,29.43
1456,696,19,2,11.38
1457,697,21,3,18.77
1458,697,25,3,23.68
1459,698,21,3,18.77
1460,698,22,3,6.87
1461,699,11,2,20.75
1462,699,12,1,6.26
1463,699,14,1,33.96
1464,700,16,1,12.37
1465,700,17,1,29.43
1466,701,7,3,13.96
1467,701,8,2,24.56
1468,701,9,2,22.09
1469,702,1,1,21.08
1470,702,3,3,35.44
1471,703,7,1,13.96
1472,703,9,2,22.09
1473,704,6,1,3.14
1474,704,8,3,24.56
1475,705,21,3,18.77
1476,705,22,2,6.87
1477,706,12,2,6.26
1478,706,13,1,4.29
1479,707,3,1,35.44
1480,707,5,1,18.94
1481,708,11,3,20.75
1482,708,13,3,4.29
1483,709,27,2,15.52
1484,709,30,1,33.81
1485,710,11,1,20.75
1486,710,15,3,23.3
1487,711,1,2,21.08
1488,711,4,2,9.18
1489,711,5,3,18.94
1490,712,26,3,12.05
1491,712,29,1,7.44
1492,713,2,2,21.29
1493,713,4,2,9.18
1494,714,17,2,29.43
1495,714,20,3,7.9
1496,715,21,1,18.77
1497,715,22,1,6.87
1498,716,27,3,15.52
1499,716,29,3,7.44
1500,717,14,1,33.96
1501,717,15,3,23.3
1502,718,23,3,29.59
1503,718,24,3,13.71
1504,719,12,2,6.26
1505,719,13,1,4.29
1506,720,17,2,29.43
1507,720,20,1,7.9
1508,721,18,1,8.64
1509,721,20,3,7.9
1510,722,19,1,11.38
1511,722,20,1,7.9
1512,723,16,2,12.37
1513,723,18,3,8.64
1514,724,21,1,18.77
1515,724,23,3,29.59
1516,725,22,2,6.87
1517,725,23,3,29.59
1518,725,25,3,23.68
1519,726,23,2,29.59
1520,726,25,2,23.68
1521,727,2,3,21.29
1522,727,3,3,35.44
1523,728,1,1,21.08
1524,728,4,2,9.18
1525,729,16,3,12.37
1526,729,20,3,7.9
1527,730,27,1,15.52
1528,730,29,1,7.44
1529,731,14,3,33.96
1530,731,15,1,23.3
1531,732,26,2,12.05
1532,732,29,1,7.44
1533,733,1,2,21.08
1534,733,3,2,35.44
1535,734,23,3,29.59
1536,734,24,2,13.71
1537,735,1,3,21.08
1538,735,3,2,35.44
1539,736,18,2,8.64
1540,736,20,2,7.9
1541,737,13,2,4.29
1542,737,14,1,33.96
1543,738,17,2,29.43
1544,738,18,1,8.64
1545,739,2,1,21.29
1546,739,5,2,18.94
1547,740,23,3,29.59
1548,740,25,2,23.68
1549,741,13,1,4.29
1550,741,15,3,23.3
1551,742,2,3,21.29
1552,742,3,3,35.44
1553,742,5,2,18.94
1554,743,6,3,3.14
1555,743,9,3,22.09
1556,744,1,3,21.08
1557,744,3,2,35.44
1558,745,12,1,6.26
1559,745,15,2,23.3
1560,746,2,1,21.29
1561,746,3,2,35.44
1562,747,18,1,8.64
1563,747,19,1,11.38
1564,748,8,1,24.56
1565,748,10,2,17.62
1566,749,1,3,21.08
1567,749,2,2,21.29
1568,750,2,3,21.29
1569,750,4,2,9.18
1570,750,5,2,18.94
1571,751,16,3,12.37
1572,751,17,2,29.43
1573,752,23,3,29.59
1574,752,24,1,13.71
1575,753,16,1,12.37
1576,753,19,2,11.38
1577,754,27,3,15.52
1578,754,29,3,7.44
1579,755,2,2,21.29
1580,755,4,2,9.18
1581,756,12,2,6.26
1582,756,15,1,23.3
1583,757,21,1,18.77
1584,757,24,2,13.71
1585,758,21,2,18.77
1586,758,24,2,13.71
1587,759,9,1,22.09
1588,759,10,1,17.62
1589,760,9,2,22.09
1590,760,10,2,17.62
1591,761,1,1,21.08
1592,761,5,1,18.94
1593,762,11,3,20.75
1594,762,15,2,23.3
1595,763,3,2,35.44
1596,763,4,3,9.18
1597,764,14,2,33.96
1598,764,15,1,23.3
1599,765,16,2,12.37
1600,765,19,3,11.38
1601,766,28,3,11.69
1602,766,30,1,33.81
1603,767,27,1,15.52
1604,767,30,1,33.81
1605,768,21,3,18.77
1606,768,24,1,13.71
1607,769,2,1,21.29
1608,769,3,3,35.44
1609,770,23,3,29.59
1610,770,24,3,13.71
1611,771,21,1,18.77
1612,771,24,1,13.71
1613,772,17,3,29.43
1614,772,18,1,8.64
1615,773,18,1,8.64
1616,773,20,2,7.9
1617,774,22,3,6.87
1618,774,24,1,13.71
1619,775,22,1,6.87
1620,775,25,3,23.68
1621,776,6,3,3.14
1622,776,10,2,17.62
1623,777,11,3,20.75
1624,777,13,3,4.29
1625,778,2,3,21.29
1626,778,4,2,9.18
1627,779,26,3,12.05
1628,779,29,3,7.44
1629,779,30,1,33.81
1630,780,28,3,11.69
1631,780,30,2,33.81
1632,781,11,2,20.75
1633,781,13,3,4.29
1634,782,14,1,33.96
1635,782,15,2,23.3
1636,783,8,1,24.56
1637,783,9,2,22.09
1638,784,6,1,3.14
1639,784,7,3,13.96
1640,785,1,3,21.08
1641,785,2,3,21.29
1642,786,12,2,6.26
1643,786,14,2,33.96
1644,787,21,1,18.77
1645,787,23,1,29.59
1646,788,1,1,21.08
1647,788,5,1,18.94
1648,789,21,3,18.77
1649,789,22,3,6.87
1650,790,6,2,3.14
1651,790,9,3,22.09
1652,791,16,3,12.37
1653,791,19,2,11.38
1654,792,2,1,21.29
1655,792,5,2,18.94
1656,793,7,2,13.96
1657,793,9,1,22.09
1658,794,28,3,11.69
1659,794,29,1,7.44
1660,795,12,1,6.26
1661,795,13,2,4.29
1662,795,14,3,33.96
1663,796,11,2,20.75
1664,796,12,2,6.26
1665,797,7,1,13.96
1666,797,10,1,17.62
1667,798,3,1,35.44
1668,798,5,2,18.94
1669,799,13,2,4.29
1670,799,14,1,33.96
1671,800,12,1,6.26
1672,800,15,1,23.3
1673,801,14,2,33.96
1674,801,15,2,23.3
1675,802,14,3,33.96
1676,802,15,2,23.3
1677,803,11,3,20.75
1678,803,14,3,33.96
1679,804,11,1,20.75
1680,804,14,3,33.96
1681,805,11,1,20.75
1682,805,12,1,6.26
1683,806,16,2,12.37
1684,806,19,2,11.38
1685,807,6,1,3.14
1686,807,7,1,13.96
1687,808,22,3,6.87
1688,808,24,1,13.71
1689,809,12,1,6.26
1690,809,13,3,4.29
1691,810,6,2,3.14
1692,810,7,1,13.96
1693,811,26,3,12.05
1694,811,28,3,11.69
1695,812,6,3,3.14
1696,812,8,2,24.56
1697,813,6,2,3.14
1698,813,7,1,13.96
1699,814,11,2,20.75
1700,814,15,1,23.3
1701,815,19,3,11.38
1702,815,20,1,7.9
1703,816,22,3,6.87
1704,816,23,2,29.59
1705,817,23,2,29.59
1706,817,24,3,13.71
1707,818,23,1,29.59
1708,818,24,2,13.71
1709,819,14,3,33.96
1710,819,15,2,23.3
1711,820,24,2,13.71
1712,820,25,3,23.68
1713,821,1,1,21.08
1714,821,5,1,18.94
1715,822,27,3,15.52
1716,822,29,2,7.44
1717,823,11,3,20.75
1718,823,14,2,33.96
1719,824,13,1,4.29
1720,824,14,2,33.96
1721,825,6,2,3.14
1722,825,10,3,17.62
1723,826,26,2,12.05
1724,826,27,1,15.52
1725,827,6,3,3.14
1726,827,7,1,13.96
1727,828,12,2,6.26
1728,828,14,2,33.96
1729,829,18,2,8.64
1730,829,19,1,11.38
1731,830,16,2,12.37
1732,830,19,2,11.38
1733,831,2,2,21.29
1734,831,3,1,35.44
1735,832,21,3,18.77
1736,832,23,1,29.59
1737,833,24,3,13.71
1738,833,25,1,23.68
1739,834,6,2,3.14
1740,834,9,2,22.09
1741,835,22,1,6.87
1742,835,25,2,23.68
1743,836,16,3,12.37
1744,836,17,3,29.43
1745,836,20,2,7.9
1746,837,27,1,15.52
1747,837,28,3,11.69
1748,838,21,2,18.77
1749,838,22,1,6.87
1750,839,22,3,6.87
1751,839,25,1,23.68
1752,840,26,3,12.05
1753,840,30,1,33.81
1754,841,1,3,21.08
1755,841,4,2,9.18
1756,842,17,1,29.43
1757,842,19,3,11.38
1758,843,2,3,21.29
1759,843,5,3,18.94
1760,844,3,2,35.44
1761,844,4,1,9.18
1762,845,12,2,6.26
1763,845,13,2,4.29
1764,846,21,2,18.77
1765,846,23,1,29.59
1766,847,8,1,24.56
1767,847,10,2,17.62
1768,848,16,3,12.37
1769,848,19,3,11.38
1770,849,21,2,18.77
1771,849,22,1,6.87
1772,850,13,3,4.29
1773,850,15,1,23.3
1774,851,22,3,6.87
1775,851,24,2,13.71
1776,852,14,1,33.96
1777,852,15,3,23.3
1778,853,26,2,12.05
1779,853,30,3,33.81
1780,854,16,3,12.37
1781,854,18,2,8.64
1782,855,8,2,24.56
1783,855,9,1,22.09
1784,856,6,1,3.14
1785,856,10,2,17.62
1786,857,3,3,35.44
1787,857,4,3,9.18
1788,858,22,2,6.87
1789,858,25,2,23.68
1790,859,6,2,3.14
1791,859,8,1,24.56
1792,860,29,1,7.44
1793,860,30,1,33.81
1794,861,18,2,8.64
1795,861,20,2,7.9
1796,862,28,1,11.69
1797,862,30,3,33.81
1798,863,21,1,18.77
1799,863,23,2,29.59
1800,864,19,3,11.38
1801,864,20,3,7.9
1802,865,6,1,3.14
1803,865,7,2,13.96
1804,866,7,1,13.96
1805,866,8,2,24.56
1806,867,27,1,15.52
1807,867,28,3,11.69
1808,868,26,3,12.05
1809,868,30,1,33.81
1810,869,18,3,8.64
1811,869,20,2,7.9
1812,870,28,1,11.69
1813,870,29,3,7.44
1814,871,16,2,12.37
1815,871,17,3,29.43
1816,872,6,3,3.14
1817,872,10,1,17.62
1818,873,17,3,29.43
1819,873,18,1,8.64
1820,874,16,1,12.37
1821,874,18,1,8.64
1822,875,22,3,6.87
1823,875,24,3,13.71
1824,876,16,1,12.37
1825,876,19,3,11.38
1826,877,21,2,18.77
1827,877,25,3,23.68
1828,878,21,3,18.77
1829,878,22,3,6.87
1830,879,6,1,3.14
1831,879,8,2,24.56
1832,880,2,3,21.29
1833,880,3,1,35.44
1834,881,1,2,21.08
1835,881,3,3,35.44
1836,881,4,1,9.18
1837,882,27,3,15.52
1838,882,30,1,33.81
1839,883,6,1,3.14
1840,883,9,2,22.09
1841,884,23,3,29.59
1842,884,24,1,13.71
1843,885,16,3,12.37
1844,885,19,3,11.38
1845,886,16,1,12.37
1846,886,17,2,29.43
1847,887,8,3,24.56
1848,887,10,2,17.62
1849,888,16,1,12.37
1850,888,19,2,11.38
1851,889,7,1,13.96
1852,889,10,2,17.62
1853,890,1,1,21.08
1854,890,2,2,21.29
1855,891,26,1,12.05
1856,891,28,3,11.69
1857,892,18,1,8.64
1858,892,19,2,11.38
1859,893,16,2,12.37
1860,893,17,2,29.43
1861,893,20,2,7.9
1862,894,3,2,35.44
1863,894,4,2,9.18
1864,895,23,2,29.59
1865,895,25,2,23.68
1866,896,3,2,35.44
1867,896,4,2,9.18
1868,897,11,1,20.75
1869,897,14,2,33.96
1870,897,15,2,23.3
1871,898,1,3,21.08
1872,898,5,3,18.94
1873,899,1,1,21.08
1874,899,4,2,9.18
1875,899,5,2,18.94
1876,900,23,2,29.59
1877,900,24,1,13.71
1878,901,27,3,15.52
1879,901,30,3,33.81
1880,902,16,1,12.37
1881,902,17,3,29.43
1882,903,1,2,21.08
1883,903,2,1,21.29
1884,903,3,2,35.44
1885,904,17,1,29.43
1886,904,18,1,8.64
1887,905,26,2,12.05
1888,905,28,3,11.69
1889,906,21,3,18.77
1890,906,22,2,6.87
1891,906,24,3,13.71
1892,907,2,1,21.29
1893,907,5,1,18.94
1894,908,6,3,3.14
1895,908,10,3,17.62
1896,909,12,1,6.26
1897,909,13,2,4.29
1898,910,12,1,6.26
1899,910,13,1,4.29
1900,911,12,1,6.26
1901,911,15,3,23.3
1902,912,29,3,7.44
1903,912,30,1,33.81
1904,913,21,1,18.77
1905,913,25,2,23.68
1906,914,17,2,29.43
1907,914,20,1,7.9
1908,915,2,2,21.29
1909,915,4,3,9.18
1910,916,29,2,7.44
1911,916,30,1,33.81
1912,917,2,1,21.29
1913,917,5,1,18.94
1914,918,22,1,6.87
1915,918,24,3,13.71
1916,919,22,3,6.87
1917,919,24,2,13.71
1918,920,17,1,29.43
1919,920,18,2,8.64
1920,921,12,3,6.26
1921,921,15,1,23.3
1922,922,21,3,18.77
1923,922,23,2,29.59
1924,923,18,3,8.64
1925,923,20,1,7.9
1926,924,7,3,13.96
1927,924,8,1,24.56
1928,925,11,3,20.75
1929,925,15,3,23.3
1930,926,7,3,13.96
1931,926,9,3,22.09
1932,927,16,2,12.37
1933,927,18,2,8.64
1934,928,27,2,15.52
1935,928,30,3,33.81
1936,929,13,2,4.29
1937,929,14,1,33.96
1938,930,13,3,4.29
1939,930,14,2,33.96
1940,931,12,2,6.26
1941,931,13,2,4.29
1942,932,16,2,12.37
1943,932,20,1,7.9
1944,933,11,1,20.75
1945,933,12,3,6.26
1946,934,16,1,12.37
1947,934,20,2,7.9
1948,935,23,2,29.59
1949,935,25,1,23.68
1950,936,27,2,15.52
1951,936,30,2,33.81
1952,937,21,2,18.77
1953,937,22,2,6.87
1954,937,25,2,23.68
1955,938,3,1,35.44
1956,938,5,1,18.94
1957,939,13,2,4.29
1958,939,14,1,33.96
1959,940,9,1,22.09
1960,940,10,2,17.62
1961,941,21,2,18.77
1962,941,22,3,6.87
1963,942,6,2,3.14
1964,942,7,3,13.96
1965,942,8,3,24.56
1966,943,11,3,20.75
1967,943,13,3,4.29
1968,943,14,1,33.96
1969,944,1,1,21.08
1970,944,2,1,21.29
1971,945,11,1,20.75
1972,945,15,2,23.3
1973,946,9,3,22.09
1974,946,10,3,17.62
1975,947,16,3,12.37
1976,947,17,3,29.43
1977,947,20,3,7.9
1978,948,2,2,21.29
1979,948,4,3,9.18
1980,949,3,3,35.44
1981,949,4,1,9.18
1982,950,21,1,18.77
1983,950,22,2,6.87
1984,951,26,1,12.05
1985,951,29,2,7.44
1986,952,21,1,18.77
1987,952,25,1,23.68
1988,953,18,2,8.64
1989,953,19,1,11.38
1990,954,21,2,18.77
1991,954,24,3,13.71
1992,955,17,1,29.43
1993,955,18,2,8.64
1994,955,19,1,11.38
1995,956,4,1,9.18
1996,956,5,1,18.94
1997,957,21,2,18.77
1998,957,23,1,29.59
1999,958,16,1,12.37
2000,958,19,3,11.38
2001,959,17,2,29.43
2002,959,19,1,11.38
2003,960,17,2,29.43
2004,960,20,1,7.9
2005,961,27,3,15.52
2006,961,30,3,33.81
2007,962,11,3,20.75
2008,962,15,2,23.3
2009,963,6,3,3.14
2010,963,9,3,22.09
2011,964,14,1,33.96
2012,964,15,3,23.3
2013,965,8,3,24.56
2014,965,10,3,17.62
2015,966,8,1,24.56
2016,966,10,3,17.62
2017,967,7,1,13.96
2018,967,10,2,17.62
2019,968,1,1,21.08
2020,968,3,2,35.44
2021,969,16,1,12.37
2022,969,18,3,8.64
2023,970,21,1,18.77
2024,970,23,3,29.59
2025,971,19,2,11.38
2026,971,20,1,7.9
2027,972,24,1,13.71
2028,972,25,2,23.68
2029,973,23,2,29.59
2030,973,24,2,13.71
2031,974,29,2,7.44
2032,974,30,1,33.81
2033,975,8,1,24.56
2034,975,9,2,22.09
2035,976,27,2,15.52
2036,976,30,2,33.81
2037,977,14,2,33.96
2038,977,15,1,23.3
2039,978,3,1,35.44
2040,978,5,3,18.94
2041,979,29,1,7.44
2042,979,30,2,33.81
2043,980,6,3,3.14
2044,980,7,2,13.96
2045,981,22,1,6.87
2046,981,23,3,29.59
2047,982,17,2,29.43
2048,982,18,3,8.64
2049,983,7,1,13.96
2050,983,10,3,17.62
2051,984,24,1,13.71
2052,984,25,1,23.68
2053,985,21,2,18.77
2054,985,22,2,6.87
2055,986,17,3,29.43
2056,986,18,1,8.64
2057,987,16,3,12.37
2058,987,20,1,7.9
2059,988,3,2,35.44
2060,988,5,1,18.94
2061,989,1,1,21.08
2062,989,2,2,21.29
2063,990,3,2,35.44
2064,990,4,2,9.18
2065,991,27,3,15.52
2066,991,29,3,7.44
2067,992,23,1,29.59
2068,992,25,1,23.68
2069,993,6,2,3.14
2070,993,8,3,24.56
2071,994,17,1,29.43
2072,994,19,1,11.38
2073,995,29,3,7.44
2074,995,30,2,33.81
2075,996,17,3,29.43
2076,996,19,1,11.38
2077,997,22,3,6.87
2078,997,24,1,13.71
2079,998,16,3,12.37
2080,998,17,2,29.43
2081,999,3,1,35.44
2082,999,4,2,9.18
2083,1000,6,1,3.14
2084,1000,10,1,17.62
2085,1001,13,1,4.29
2086,1001,14,3,33.96
2087,1002,1,2,21.08
2088,1002,2,3,21.29
2089,1003,6,2,3.14
2090,1003,7,3,13.96
2091,1004,11,2,20.75
2092,1004,14,3,33.96
2093,1004,15,3,23.3
2094,1005,13,1,4.29
2095,1005,15,1,23.3
2096,1006,22,2,6.87
2097,1006,24,1,13.71
2098,1007,26,1,12.05
2099,1007,28,2,11.69
2100,1008,17,3,29.43
2101,1008,19,1,11.38
2102,1009,17,1,29.43
2103,1009,20,3,7.9
2104,1010,2,3,21.29
2105,1010,3,2,35.44
2106,1011,13,2,4.29
2107,1011,15,2,23.3
2108,1012,11,3,20.75
2109,1012,12,2,6.26
2110,1013,28,3,11.69
2111,1013,29,2,7.44
2112,1014,13,1,4.29
2113,1014,14,3,33.96
2114,1015,14,3,33.96
2115,1015,15,1,23.3
2116,1016,7,1,13.96
2117,1016,8,1,24.56
2118,1017,17,3,29.43
2119,1017,18,3,8.64
2120,1018,22,2,6.87
2121,1018,25,2,23.68
2122,1019,6,1,3.14
2123,1019,8,1,24.56
2124,1020,16,3,12.37
2125,1020,19,1,11.38
2126,1021,23,3,29.59
2127,1021,25,2,23.68
2128,1022,2,2,21.29
2129,1022,4,2,9.18
2130,1022,5,3,18.94
2131,1023,6,2,3.14
2132,1023,10,1,17.62
2133,1024,3,1,35.44
2134,1024,4,1,9.18
2135,1025,11,1,20.75
2136,1025,14,1,33.96
2137,1026,21,3,18.77
2138,1026,25,3,23.68
2139,1027,22,1,6.87
2140,1027,23,3,29.59
2141,1028,2,2,21.29
2142,1028,5,2,18.94
2143,1029,2,2,21.29
2144,1029,5,2,18.94
2145,1030,11,1,20.75
2146,1030,13,1,4.29
2147,1030,15,2,23.3
2148,1031,8,2,24.56
2149,1031,10,2,17.62
2150,1032,13,1,4.29
2151,1032,14,1,33.96
2152,1032,15,1,23.3
2153,1033,7,1,13.96
2154,1033,8,3,24.56
2155,1034,12,2,6.26
2156,1034,14,1,33.96
2157,1035,17,2,29.43
2158,1035,19,3,11.38
2159,1036,28,1,11.69
2160,1036,30,1,33.81
2161,1037,21,3,18.77
2162,1037,25,3,23.68
2163,1038,12,2,6.26
2164,1038,14,2,33.96
2165,1039,14,3,33.96
2166,1039,15,1,23.3
2167,1040,27,2,15.52
2168,1040,29,3,7.44
2169,1041,7,2,13.96
2170,1041,9,1,22.09
2171,1042,19,1,11.38
2172,1042,20,1,7.9
2173,1043,19,3,11.38
2174,1043,20,3,7.9
2175,1044,26,2,12.05
2176,1044,28,2,11.69
2177,1045,6,2,3.14
2178,1045,10,1,17.62
2179,1046,26,1,12.05
2180,1046,29,3,7.44
2181,1047,28,1,11.69
2182,1047,30,2,33.81
2183,1048,6,2,3.14
2184,1048,7,3,13.96
2185,1049,22,3,6.87
2186,1049,23,2,29.59
2187,1050,26,1,12.05
2188,1050,29,2,7.44
2189,1051,28,3,11.69
2190,1051,30,3,33.81
2191,1052,1,1,21.08
2192,1052,5,3,18.94
2193,1053,1,2,21.08
2194,1053,3,2,35.44
2195,1054,21,3,18.77
2196,1054,25,2,23.68
2197,1055,1,2,21.08
2198,1055,4,2,9.18
2199,1056,17,2,29.43
2200,1056,19,1,11.38
2201,1056,20,2,7.9
2202,1057,11,2,20.75
2203,1057,13,1,4.29
2204,1058,23,3,29.59
2205,1058,24,3,13.71
2206,1059,11,1,20.75
2207,1059,13,1,4.29
2208,1059,15,3,23.3
2209,1060,18,1,8.64
2210,1060,20,2,7.9
2211,1061,26,3,12.05
2212,1061,30,3,33.81
2213,1062,2,3,21.29
2214,1062,3,2,35.44
2215,1063,12,2,6.26
